ID_Appels,Date,Province,Municipalite-arrondissement,Region,Age,Genre,Mode de communication,Langue
88085505,2021-05-17,QC,Ahuntsic-Cartierville,Montréal,55,Femme,Appels téléphoniques,Français
88089122,2021-05-17,QC,Montréal-Nord,Montréal,35,Femme,Clavardage,Français
88077974,2021-05-17,QC,Le Sud-Ouest,Montréal,26,Homme,Appels téléphoniques,Français
88077431,2021-05-17,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,47,Homme,Appels téléphoniques,Français
88080580,2021-05-17,QC,Ville-Marie,Montréal,61,Homme,Appels téléphoniques,Français
88087161,2021-05-17,QC,Mercier—Hochelaga-Maisonneuve,Montréal,45,Homme,Appels téléphoniques,Français
88095376,2021-05-17,QC,Mercier—Hochelaga-Maisonneuve,Montréal,59,Homme,Appels téléphoniques,Français
88084307,2021-05-17,QC,Rosemont—La Petite-Patrie,Montréal,45,Homme,Appels téléphoniques,Français
88085813,2021-05-17,QC,Rosemont—La Petite-Patrie,Montréal,55,Homme,Appels téléphoniques,Français
88083188,2021-05-17,QC,Montréal-Nord,Montréal,33,Femme,Appels téléphoniques,Anglais
88092664,2021-05-17,QC,Mercier—Hochelaga-Maisonneuve,Montréal,28,Femme,Appels téléphoniques,Anglais
88095621,2021-05-17,QC,Côte-Saint-Luc,Montréal,38,Femme,Appels téléphoniques,Anglais
88087016,2021-05-17,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,29,Femme,Appels téléphoniques,Anglais
88120843,2021-05-18,QC,LaSalle,Montréal,72,Femme,Appels téléphoniques,Français
88133422,2021-05-18,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,77,Femme,Appels téléphoniques,Français
88134935,2021-05-18,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,77,Femme,Appels téléphoniques,Français
88139741,2021-05-18,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,38,Femme,Appels téléphoniques,Français
88124788,2021-05-18,QC,Rosemont—La Petite-Patrie,Montréal,50,Femme,Appels téléphoniques,Français
88138029,2021-05-18,QC,Rosemont—La Petite-Patrie,Montréal,75,Femme,Appels téléphoniques,Français
88137154,2021-05-18,QC,Anjou,Montréal,56,Homme,Appels téléphoniques,Français
88135883,2021-05-18,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,43,Homme,Appels téléphoniques,Français
88136208,2021-05-18,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,43,Homme,Appels téléphoniques,Français
88126104,2021-05-18,QC,Mercier—Hochelaga-Maisonneuve,Montréal,65,Homme,Appels téléphoniques,Français
88133470,2021-05-18,QC,Ville-Marie,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Français
88126252,2021-05-18,QC,Saint-Laurent,Montréal,51,Homme,Appels téléphoniques,Anglais
88126662,2021-05-18,QC,Saint-Laurent,Montréal,51,Homme,Appels téléphoniques,Anglais
88136245,2021-05-18,QC,Lachine,Montréal,53,Femme,Appels téléphoniques,Anglais
88143913,2021-05-18,QC,Saint-Laurent,Montréal,40,Femme,Appels téléphoniques,Anglais
88168095,2021-05-19,QC,Saint-Léonard,Montréal,56,Femme,Appels téléphoniques,Français
88171413,2021-05-19,QC,Saint-Léonard,Montréal,31,Femme,Appels téléphoniques,Français
88180105,2021-05-19,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,40,Femme,Appels téléphoniques,Français
88172635,2021-05-19,QC,Côte-Saint-Luc,Montréal,,Femme,Appels téléphoniques,Français
88175434,2021-05-19,QC,Le Plateau-Mont-Royal,Montréal,32,Homme,Appels téléphoniques,Français
88171661,2021-05-19,QC,Lachine,Montréal,31,Femme,Appels téléphoniques,Anglais
88216115,2021-05-20,QC,Le Plateau-Mont-Royal,Montréal,41,Femme,Appels téléphoniques,Français
88219826,2021-05-20,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,40,Femme,Appels téléphoniques,Français
88221814,2021-05-20,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,32,Femme,Appels téléphoniques,Français
88215283,2021-05-20,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,65,Femme,Appels téléphoniques,Français
88214210,2021-05-20,QC,Montréal-Nord,Montréal,54,Femme,Appels téléphoniques,Français
88206554,2021-05-20,QC,LaSalle,Montréal,,Femme,Appels téléphoniques,Français
88202738,2021-05-20,QC,Montréal-Nord,Montréal,58,Femme,Clavardage,Français
88207631,2021-05-20,QC,Ville-Marie,Montréal,32,Femme,Clavardage,Français
88225268,2021-05-20,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,37,Homme,Appels téléphoniques,Français
88205409,2021-05-20,QC,Mercier—Hochelaga-Maisonneuve,Montréal,70,Homme,Appels téléphoniques,Français
88215328,2021-05-20,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,,Jai oublié de demander/Non disponible,Clavardage,Français
88210709,2021-05-20,QC,Montréal-Nord,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Français
88216994,2021-05-20,QC,LaSalle,Montréal,64,Homme,Appels téléphoniques,Anglais
88243529,2021-05-21,QC,Saint-Léonard,Montréal,88,Femme,Appels téléphoniques,Français
88255499,2021-05-21,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,,Homme,Appels téléphoniques,Français
88249393,2021-05-21,QC,Mercier—Hochelaga-Maisonneuve,Montréal,77,Homme,Appels téléphoniques,Français
88246330,2021-05-21,QC,Le Sud-Ouest,Montréal,46,Homme,Appels téléphoniques,Anglais
88264163,2021-05-21,QC,Saint-Laurent,Montréal,,Femme,Appels téléphoniques,Anglais
88279083,2021-05-22,QC,Saint-Léonard,Montréal,,Femme,Clavardage,Français
88288759,2021-05-22,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,44,Homme,Appels téléphoniques,Français
88280235,2021-05-22,QC,Pointe-Claire,Montréal,59,Femme,Appels téléphoniques,Anglais
88282809,2021-05-22,QC,Pointe-Claire,Montréal,59,Femme,Appels téléphoniques,Anglais
88289513,2021-05-22,QC,Mercier—Hochelaga-Maisonneuve,Montréal,,Femme,Appels téléphoniques,Anglais
88312907,2021-05-23,QC,Anjou,Montréal,53,Femme,Appels téléphoniques,Français
88306295,2021-05-23,QC,Ville-Marie,Montréal,37,Homme,Appels téléphoniques,Anglais
88308387,2021-05-23,QC,Dollard-Des Ormeaux,Montréal,70,Femme,Clavardage,Anglais
88350370,2021-05-24,QC,Saint-Léonard,Montréal,41,Femme,Appels téléphoniques,Français
88326767,2021-05-24,QC,Ville-Marie,Montréal,51,Femme,Appels téléphoniques,Français
88331822,2021-05-24,QC,Mercier—Hochelaga-Maisonneuve,Montréal,21,Homme,Appels téléphoniques,Français
88333035,2021-05-24,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,35,Homme,Appels téléphoniques,Anglais
88340982,2021-05-24,QC,Ville-Marie,Montréal,25,Homme,Appels téléphoniques,Anglais
88342116,2021-05-24,QC,Mercier—Hochelaga-Maisonneuve,Montréal,35,Homme,Appels téléphoniques,Anglais
88385880,2021-05-25,QC,Pierrefonds-Roxboro,Montréal,26,Femme,Appels téléphoniques,Français
88373654,2021-05-25,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,36,Femme,Appels téléphoniques,Français
88373315,2021-05-25,QC,Montréal-Nord,Montréal,58,Femme,Appels téléphoniques,Français
88382900,2021-05-25,QC,Rosemont—La Petite-Patrie,Montréal,42,Femme,Appels téléphoniques,Français
88383865,2021-05-25,QC,Verdun,Montréal,63,Homme,Appels téléphoniques,Français
88388486,2021-05-25,QC,Le Plateau-Mont-Royal,Montréal,30,Homme,Appels téléphoniques,Français
88383403,2021-05-25,QC,Ville-Marie,Montréal,38,Homme,Appels téléphoniques,Français
88376290,2021-05-25,QC,Mercier—Hochelaga-Maisonneuve,Montréal,21,Homme,Appels téléphoniques,Français
88377112,2021-05-25,QC,Mercier—Hochelaga-Maisonneuve,Montréal,,Homme,Appels téléphoniques,Français
88382512,2021-05-25,QC,Mercier—Hochelaga-Maisonneuve,Montréal,46,Homme,Appels téléphoniques,Français
88384908,2021-05-25,QC,Mercier—Hochelaga-Maisonneuve,Montréal,46,Homme,Appels téléphoniques,Français
88382921,2021-05-25,QC,Rosemont—La Petite-Patrie,Montréal,27,Homme,Appels téléphoniques,Français
88393606,2021-05-25,QC,Ville-Marie,Montréal,32,Homme,Appels téléphoniques,Anglais
88430148,2021-05-26,QC,LaSalle,Montréal,71,Femme,Appels téléphoniques,Français
88416364,2021-05-26,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,39,Femme,Appels téléphoniques,Français
88417942,2021-05-26,QC,Ville-Marie,Montréal,42,Femme,Appels téléphoniques,Français
88419845,2021-05-26,QC,Ville-Marie,Montréal,71,Femme,Appels téléphoniques,Français
88415805,2021-05-26,QC,Ahuntsic-Cartierville,Montréal,22,Femme,Appels téléphoniques,Français
88415543,2021-05-26,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,33,Femme,Appels téléphoniques,Français
88426499,2021-05-26,QC,Rosemont—La Petite-Patrie,Montréal,,Femme,Appels téléphoniques,Français
88430120,2021-05-26,QC,Saint-Léonard,Montréal,42,Homme,Appels téléphoniques,Français
88427625,2021-05-26,QC,Montréal-Nord,Montréal,40,Homme,Appels téléphoniques,Français
88433799,2021-05-26,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,62,Homme,Appels téléphoniques,Français
88428262,2021-05-26,QC,Saint-Laurent,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Anglais
88412189,2021-05-26,QC,Le Plateau-Mont-Royal,Montréal,24,Homme,Clavardage,Anglais
88473504,2021-05-27,QC,Saint-Léonard,Montréal,50,Femme,Appels téléphoniques,Français
88459302,2021-05-27,QC,Montréal-Nord,Montréal,26,Femme,Appels téléphoniques,Français
88464049,2021-05-27,QC,Rosemont—La Petite-Patrie,Montréal,22,Homme,Clavardage,Français
88461605,2021-05-27,QC,Saint-Laurent,Montréal,31,Homme,Appels téléphoniques,Français
88466723,2021-05-27,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,44,Homme,Appels téléphoniques,Français
88456892,2021-05-27,QC,Saint-Laurent,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Français
88458340,2021-05-27,QC,Ville-Marie,Montréal,40,Homme,Appels téléphoniques,Anglais
88494910,2021-05-28,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,30,Femme,Appels téléphoniques,Français
88494921,2021-05-28,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,30,Femme,Appels téléphoniques,Français
88495132,2021-05-28,QC,Saint-Léonard,Montréal,,Femme,Appels téléphoniques,Français
88495143,2021-05-28,QC,Saint-Léonard,Montréal,,Femme,Appels téléphoniques,Français
88500397,2021-05-28,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,,Femme,Appels téléphoniques,Français
88512532,2021-05-28,QC,Saint-Léonard,Montréal,45,Homme,Appels téléphoniques,Français
88497205,2021-05-28,QC,Ahuntsic-Cartierville,Montréal,79,Homme,Appels téléphoniques,Français
88499234,2021-05-28,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,47,Homme,Appels téléphoniques,Français
88499653,2021-05-28,QC,Rosemont—La Petite-Patrie,Montréal,52,Homme,Appels téléphoniques,Français
88510721,2021-05-28,QC,Montréal-Nord,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Français
88506589,2021-05-28,QC,Ahuntsic-Cartierville,Montréal,43,Femme,Appels téléphoniques,Anglais
88506594,2021-05-28,QC,Ahuntsic-Cartierville,Montréal,43,Femme,Appels téléphoniques,Anglais
88497746,2021-05-28,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,27,Femme,Clavardage,Anglais
88531338,2021-05-29,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,59,Homme,Appels téléphoniques,Anglais
88533351,2021-05-29,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,29,Homme,Appels téléphoniques,Anglais
88531042,2021-05-29,QC,Le Sud-Ouest,Montréal,22,Femme,Clavardage,Anglais
88554906,2021-05-30,QC,Saint-Laurent,Montréal,41,Femme,Appels téléphoniques,Français
88560688,2021-05-30,QC,Ville-Marie,Montréal,37,Femme,Appels téléphoniques,Français
88556603,2021-05-30,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,52,Homme,Appels téléphoniques,Anglais
88582277,2021-05-31,QC,Saint-Laurent,Montréal,41,Femme,Appels téléphoniques,Français
88581307,2021-05-31,QC,Le Plateau-Mont-Royal,Montréal,30,Femme,Appels téléphoniques,Français
88588633,2021-05-31,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,28,Femme,Appels téléphoniques,Français
88581075,2021-05-31,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,32,Femme,Appels téléphoniques,Français
88583684,2021-05-31,QC,Montréal-Nord,Montréal,76,Femme,Appels téléphoniques,Français
88586904,2021-05-31,QC,Montréal-Nord,Montréal,38,Femme,Appels téléphoniques,Français
88578868,2021-05-31,QC,Rosemont—La Petite-Patrie,Montréal,55,Femme,Appels téléphoniques,Français
88582392,2021-05-31,QC,Rosemont—La Petite-Patrie,Montréal,74,Femme,Appels téléphoniques,Français
88584774,2021-05-31,QC,Rosemont—La Petite-Patrie,Montréal,39,Femme,Appels téléphoniques,Français
88578849,2021-05-31,QC,Montréal-Est,Montréal,70,Homme,Appels téléphoniques,Français
88579986,2021-05-31,QC,Lachine,Montréal,75,Homme,Appels téléphoniques,Français
88586173,2021-05-31,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,73,Famille/Couple/Groupes,Clavardage,Français
88588342,2021-05-31,QC,Mercier—Hochelaga-Maisonneuve,Montréal,60,Famille/Couple/Groupes,Appels téléphoniques,Français
88579370,2021-05-31,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,52,Homme,Appels téléphoniques,Anglais
88577984,2021-05-31,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,42,Femme,Appels téléphoniques,Anglais
88615070,2021-06-01,QC,Anjou,Montréal,53,Femme,Appels téléphoniques,Français
88628007,2021-06-01,QC,Le Sud-Ouest,Montréal,61,Femme,Appels téléphoniques,Français
88610216,2021-06-01,QC,Saint-Léonard,Montréal,26,Femme,Appels téléphoniques,Français
88620060,2021-06-01,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,21,Femme,Appels téléphoniques,Français
88608821,2021-06-01,QC,Montréal-Nord,Montréal,55,Femme,Appels téléphoniques,Français
88631638,2021-06-01,QC,Rosemont—La Petite-Patrie,Montréal,35,Femme,Appels téléphoniques,Français
88616398,2021-06-01,QC,Montréal-Nord,Montréal,65,Homme,Appels téléphoniques,Français
88619804,2021-06-01,QC,Ville-Marie,Montréal,63,Homme,Appels téléphoniques,Français
88666655,2021-06-02,QC,Saint-Léonard,Montréal,64,Femme,Appels téléphoniques,Français
88664173,2021-06-02,QC,Ville-Marie,Montréal,82,Femme,Appels téléphoniques,Français
88651334,2021-06-02,QC,Rosemont—La Petite-Patrie,Montréal,71,Femme,Appels téléphoniques,Français
88652054,2021-06-02,QC,Rosemont—La Petite-Patrie,Montréal,63,Femme,Appels téléphoniques,Français
88651198,2021-06-02,QC,Mercier—Hochelaga-Maisonneuve,Montréal,53,Femme,Appels téléphoniques,Français
88655457,2021-06-02,QC,Mercier—Hochelaga-Maisonneuve,Montréal,51,Femme,Appels téléphoniques,Français
88658704,2021-06-02,QC,Mercier—Hochelaga-Maisonneuve,Montréal,70,Femme,Appels téléphoniques,Français
88666869,2021-06-02,QC,Ville-Marie,Montréal,,Femme,Appels téléphoniques,Français
88654185,2021-06-02,QC,Montréal-Nord,Montréal,,Homme,Appels téléphoniques,Français
88665578,2021-06-02,QC,Montréal-Nord,Montréal,50,Homme,Appels téléphoniques,Français
88653891,2021-06-02,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,,Jai oublié de demander/Non disponible,Clavardage,Français
88674339,2021-06-02,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,82,Homme,Appels téléphoniques,Anglais
88654508,2021-06-02,QC,Mercier—Hochelaga-Maisonneuve,Montréal,57,Femme,Appels téléphoniques,Anglais
88661044,2021-06-02,QC,LaSalle,Montréal,37,Femme,Appels téléphoniques,Anglais
88665152,2021-06-02,QC,Ville-Marie,Montréal,35,Femme,Appels téléphoniques,Anglais
88712672,2021-06-03,QC,Rosemont—La Petite-Patrie,Montréal,65,Femme,Appels téléphoniques,Français
88704891,2021-06-03,QC,Ahuntsic-Cartierville,Montréal,,Femme,Appels téléphoniques,Français
88714647,2021-06-03,QC,Mercier—Hochelaga-Maisonneuve,Montréal,,Femme,Appels téléphoniques,Français
88713178,2021-06-03,QC,LaSalle,Montréal,21,Homme,Appels téléphoniques,Français
88694756,2021-06-03,QC,Ville-Marie,Montréal,,Homme,Appels téléphoniques,Français
88696259,2021-06-03,QC,Ville-Marie,Montréal,41,Homme,Appels téléphoniques,Français
88699636,2021-06-03,QC,Ville-Marie,Montréal,30,Homme,Appels téléphoniques,Français
88698161,2021-06-03,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,86,Femme,Appels téléphoniques,Anglais
88708452,2021-06-03,QC,Le Plateau-Mont-Royal,Montréal,35,Femme,Appels téléphoniques,Anglais
88737859,2021-06-04,QC,Verdun,Montréal,53,Femme,Appels téléphoniques,Français
88738734,2021-06-04,QC,Montréal-Est,Montréal,39,Femme,Appels téléphoniques,Français
88740978,2021-06-04,QC,Ville-Marie,Montréal,,Femme,Appels téléphoniques,Français
88744876,2021-06-04,QC,Saint-Léonard,Montréal,37,Femme,Clavardage,Français
88753867,2021-06-04,QC,Le Sud-Ouest,Montréal,,Homme,Appels téléphoniques,Français
88749757,2021-06-04,QC,Ahuntsic-Cartierville,Montréal,52,Homme,Appels téléphoniques,Français
88737238,2021-06-04,QC,Montréal-Nord,Montréal,,Homme,Appels téléphoniques,Français
88750023,2021-06-04,QC,Le Plateau-Mont-Royal,Montréal,29,Homme,Appels téléphoniques,Français
88741823,2021-06-04,QC,Mercier—Hochelaga-Maisonneuve,Montréal,74,Homme,Appels téléphoniques,Français
88752179,2021-06-04,QC,Rosemont—La Petite-Patrie,Montréal,55,Homme,Appels téléphoniques,Français
88753125,2021-06-04,QC,Rosemont—La Petite-Patrie,Montréal,55,Homme,Appels téléphoniques,Français
88753696,2021-06-04,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,43,Famille/Couple/Groupes,Appels téléphoniques,Français
88748649,2021-06-04,QC,Ahuntsic-Cartierville,Montréal,43,Femme,Appels téléphoniques,Anglais
88778692,2021-06-05,QC,Le Plateau-Mont-Royal,Montréal,24,Femme,Appels téléphoniques,Français
88783301,2021-06-05,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,39,Femme,Appels téléphoniques,Français
88778118,2021-06-05,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,57,Femme,Appels téléphoniques,Français
88776578,2021-06-05,QC,Verdun,Montréal,20,Homme,Appels téléphoniques,Français
88779823,2021-06-05,QC,Ville-Marie,Montréal,22,Autre (non binaire trans),Clavardage,Français
88778825,2021-06-05,QC,Le Plateau-Mont-Royal,Montréal,24,Femme,Appels téléphoniques,Anglais
88799143,2021-06-06,QC,Le Sud-Ouest,Montréal,30,Femme,Appels téléphoniques,Français
88805112,2021-06-06,QC,Montréal-Nord,Montréal,30,Femme,Appels téléphoniques,Français
88800716,2021-06-06,QC,Ahuntsic-Cartierville,Montréal,,Jai oublié de demander/Non disponible,Clavardage,Français
88798692,2021-06-06,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,,Famille/Couple/Groupes,Clavardage,Français
88800666,2021-06-06,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,36,Femme,Appels téléphoniques,Anglais
88806301,2021-06-06,QC,Le Plateau-Mont-Royal,Montréal,25,Femme,Appels téléphoniques,Anglais
88806859,2021-06-06,QC,Le Plateau-Mont-Royal,Montréal,25,Femme,Appels téléphoniques,Anglais
88807855,2021-06-06,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,25,Femme,Appels téléphoniques,Anglais
88830515,2021-06-07,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,64,Femme,Appels téléphoniques,Français
88840788,2021-06-07,QC,Montréal-Nord,Montréal,30,Femme,Appels téléphoniques,Français
88825484,2021-06-07,QC,Rosemont—La Petite-Patrie,Montréal,52,Femme,Appels téléphoniques,Français
88837316,2021-06-07,QC,Saint-Léonard,Montréal,,Femme,Appels téléphoniques,Français
88821465,2021-06-07,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,56,Homme,Appels téléphoniques,Français
88825126,2021-06-07,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,43,Homme,Appels téléphoniques,Français
88829078,2021-06-07,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,40,Homme,Appels téléphoniques,Français
88834836,2021-06-07,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,43,Homme,Appels téléphoniques,Français
88828401,2021-06-07,QC,LaSalle,Montréal,44,Famille/Couple/Groupes,Appels téléphoniques,Français
88849417,2021-06-07,QC,Côte-Saint-Luc,Montréal,67,Homme,Appels téléphoniques,Anglais
88830262,2021-06-07,QC,Ville-Marie,Montréal,50,Femme,Appels téléphoniques,Anglais
88866916,2021-06-08,QC,Ville-Marie,Montréal,87,Femme,Appels téléphoniques,Français
88879563,2021-06-08,QC,Le Plateau-Mont-Royal,Montréal,31,Femme,Appels téléphoniques,Français
88885282,2021-06-08,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,48,Femme,Appels téléphoniques,Français
88885019,2021-06-08,QC,Montréal-Nord,Montréal,67,Femme,Appels téléphoniques,Français
88874231,2021-06-08,QC,Mercier—Hochelaga-Maisonneuve,Montréal,50,Femme,Appels téléphoniques,Français
88882570,2021-06-08,QC,Le Plateau-Mont-Royal,Montréal,30,Homme,Clavardage,Français
88890924,2021-06-08,QC,Rosemont—La Petite-Patrie,Montréal,52,Homme,Clavardage,Français
88868345,2021-06-08,QC,LaSalle,Montréal,30,Homme,Appels téléphoniques,Français
88886039,2021-06-08,QC,Saint-Laurent,Montréal,,Homme,Appels téléphoniques,Français
88891936,2021-06-08,QC,Montréal-Nord,Montréal,45,Homme,Appels téléphoniques,Français
88880413,2021-06-08,QC,Le Plateau-Mont-Royal,Montréal,37,Homme,Appels téléphoniques,Français
88892054,2021-06-08,QC,Le Plateau-Mont-Royal,Montréal,21,Homme,Appels téléphoniques,Français
88873029,2021-06-08,QC,Mercier—Hochelaga-Maisonneuve,Montréal,77,Homme,Appels téléphoniques,Français
88883632,2021-06-08,QC,Mercier—Hochelaga-Maisonneuve,Montréal,46,Homme,Appels téléphoniques,Français
88885632,2021-06-08,QC,Mercier—Hochelaga-Maisonneuve,Montréal,44,Homme,Appels téléphoniques,Français
88868998,2021-06-08,QC,Saint-Léonard,Montréal,22,Autre (non binaire trans),Clavardage,Anglais
88884265,2021-06-08,QC,Ahuntsic-Cartierville,Montréal,27,Homme,Appels téléphoniques,Anglais
88867591,2021-06-08,QC,Ville-Marie,Montréal,,Femme,Appels téléphoniques,Anglais
88876456,2021-06-08,QC,Mercier—Hochelaga-Maisonneuve,Montréal,50,Femme,Appels téléphoniques,Anglais
88871167,2021-06-08,QC,Saint-Léonard,Montréal,22,Femme,Clavardage,Anglais
88921313,2021-06-09,QC,Rosemont—La Petite-Patrie,Montréal,59,Femme,Appels téléphoniques,Français
88923497,2021-06-09,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,,Femme,Appels téléphoniques,Français
88911389,2021-06-09,QC,Lachine,Montréal,38,Homme,Appels téléphoniques,Français
88910717,2021-06-09,QC,Lachine,Montréal,38,Homme,Appels téléphoniques,Français
88910764,2021-06-09,QC,Ahuntsic-Cartierville,Montréal,58,Homme,Appels téléphoniques,Français
88933838,2021-06-09,QC,Rosemont—La Petite-Patrie,Montréal,20,Homme,Appels téléphoniques,Français
88963374,2021-06-10,QC,Le Sud-Ouest,Montréal,51,Femme,Appels téléphoniques,Français
88965909,2021-06-10,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,53,Femme,Appels téléphoniques,Français
88971190,2021-06-10,QC,Mercier—Hochelaga-Maisonneuve,Montréal,56,Femme,Appels téléphoniques,Français
88958376,2021-06-10,QC,Ahuntsic-Cartierville,Montréal,37,Homme,Appels téléphoniques,Français
88953662,2021-06-10,QC,Mercier—Hochelaga-Maisonneuve,Montréal,83,Homme,Appels téléphoniques,Français
88958871,2021-06-10,QC,Rosemont—La Petite-Patrie,Montréal,30,Homme,Appels téléphoniques,Français
88952444,2021-06-10,QC,Pointe-Claire,Montréal,,Femme,Appels téléphoniques,Anglais
88962302,2021-06-10,QC,Ville-Marie,Montréal,34,Femme,Clavardage,Anglais
88998390,2021-06-11,QC,Côte-Saint-Luc,Montréal,38,Femme,Appels téléphoniques,Français
89016834,2021-06-11,QC,Westmount,Montréal,56,Femme,Appels téléphoniques,Français
89013143,2021-06-11,QC,Le Plateau-Mont-Royal,Montréal,39,Femme,Appels téléphoniques,Français
89002271,2021-06-11,QC,Mercier—Hochelaga-Maisonneuve,Montréal,50,Femme,Appels téléphoniques,Français
89004663,2021-06-11,QC,Mercier—Hochelaga-Maisonneuve,Montréal,25,Femme,Appels téléphoniques,Français
89012780,2021-06-11,QC,Mercier—Hochelaga-Maisonneuve,Montréal,55,Femme,Clavardage,Français
89014270,2021-06-11,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,32,Femme,Clavardage,Français
88996844,2021-06-11,QC,Verdun,Montréal,57,Homme,Appels téléphoniques,Français
89005486,2021-06-11,QC,Le Plateau-Mont-Royal,Montréal,50,Homme,Appels téléphoniques,Français
89007806,2021-06-11,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Anglais
89008878,2021-06-11,QC,Ville-Marie,Montréal,30,Homme,Clavardage,Anglais
89002831,2021-06-11,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,22,Homme,Appels téléphoniques,Anglais
89003587,2021-06-11,QC,Rosemont—La Petite-Patrie,Montréal,20,Femme,Appels téléphoniques,Anglais
89035229,2021-06-12,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,58,Femme,Appels téléphoniques,Français
89033771,2021-06-12,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,32,Femme,Clavardage,Français
89030419,2021-06-12,QC,Ville-Marie,Montréal,30,Homme,Clavardage,Français
89034735,2021-06-12,QC,Ville-Marie,Montréal,40,Homme,Appels téléphoniques,Français
89038481,2021-06-12,QC,Ville-Marie,Montréal,28,Homme,Appels téléphoniques,Anglais
89059017,2021-06-13,QC,Outremont,Montréal,41,Femme,Appels téléphoniques,Français
89059540,2021-06-13,QC,Mercier—Hochelaga-Maisonneuve,Montréal,32,Femme,Appels téléphoniques,Français
89057000,2021-06-13,QC,LaSalle,Montréal,27,Femme,Clavardage,Français
89099768,2021-06-14,QC,Montréal-Nord,Montréal,68,Femme,Appels téléphoniques,Français
89102653,2021-06-14,QC,Rosemont—La Petite-Patrie,Montréal,32,Femme,Appels téléphoniques,Français
89096024,2021-06-14,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,44,Femme,Clavardage,Français
89086236,2021-06-14,QC,Ahuntsic-Cartierville,Montréal,15,Homme,Clavardage,Français
89077579,2021-06-14,QC,Montréal-Nord,Montréal,30,Famille/Couple/Groupes,Appels téléphoniques,Français
89082773,2021-06-14,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,47,Homme,Appels téléphoniques,Anglais
